timestamp,model,dataset,notes,Return_MAE,Return_MSE,Return_RMSE,num_drifts_detected,total_retrain_time,average_retrain_time,model_switches,trial_verdicts,trials_promoted,trials_held,final_model,num_retrains,total_time
2026-03-15 01:52:56,PSO_LSTM_no_detector,linear_gradual_drift_1,,0.0326285667938722,0.0019469020007587,0.0441237124544016,0,100.09837412834167,4.003934965133667,6,"['held', 'held', 'held', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held']",6,18,v5,25,116.96633219718932
2026-03-15 01:53:35,PSO_ELM_no_detector,linear_gradual_drift_1,,0.0384704540671844,0.0053052173605748,0.0728369230581226,0,38.348734855651855,1.5339493942260742,19,"['promoted', 'held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted']",19,5,v24,25,38.55074071884155
2026-03-15 01:53:50,LSTM_no_detector,linear_gradual_drift_1,,0.0288246682912013,0.0013436086610952,0.0366552678491811,0,4.532538175582886,0.1813015270233154,20,"['held', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted']",20,4,v24,25,15.82882809638977
2026-03-15 01:53:51,ELM_no_detector,linear_gradual_drift_1,,0.0748536918003909,0.0334113101144861,0.1827876093023982,0,0.0126650333404541,0.0005066013336181,18,"['held', 'held', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'held', 'promoted']",18,6,v24,25,0.1904914379119873
2026-03-15 01:59:33,PSO_LSTM_no_detector,linear_gradual_drift_2,,0.0383641138608486,0.0027470136108265,0.0524119605703366,0,117.42455744743349,4.696982297897339,7,"['promoted', 'held', 'promoted', 'promoted', 'held', 'promoted', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held']",7,17,v12,25,134.75855779647827
2026-03-15 02:00:19,PSO_ELM_no_detector,linear_gradual_drift_2,,0.0308664868495087,0.0022014933459969,0.0469200740195166,0,44.863773584365845,1.7945509433746338,16,"['promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'held', 'promoted', 'held', 'promoted', 'held', 'promoted', 'promoted', 'held', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",16,8,v24,25,45.08711338043213
2026-03-15 02:00:34,LSTM_no_detector,linear_gradual_drift_2,,0.0254588059308867,0.0010306108864493,0.0321031289199256,0,4.58149003982544,0.1832596015930175,16,"['promoted', 'promoted', 'held', 'promoted', 'held', 'held', 'promoted', 'promoted', 'promoted', 'held', 'held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'held', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",16,8,v24,25,15.131985664367676
2026-03-15 02:00:34,ELM_no_detector,linear_gradual_drift_2,,0.036769426314444,0.0028218622931985,0.0531212038003524,0,0.009505271911621,0.0003802108764648,17,"['promoted', 'promoted', 'held', 'promoted', 'held', 'held', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'held', 'held', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",17,7,v19,25,0.1703786849975586
2026-03-15 02:06:36,PSO_LSTM_no_detector,linear_gradual_drift_3,,0.0244003568424114,0.0009298265657619,0.0304930576650159,0,122.34476709365843,4.893790683746338,2,"['held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'promoted', 'promoted', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held', 'held']",2,22,v0,25,138.2582812309265
2026-03-15 02:07:23,PSO_ELM_no_detector,linear_gradual_drift_3,,0.0667439779016194,0.0227480891907918,0.1508246968861263,0,46.65856122970581,1.8663424491882323,19,"['held', 'promoted', 'held', 'promoted', 'promoted', 'held', 'promoted', 'held', 'promoted', 'promoted', 'held', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted', 'promoted']",19,5,v20,25,46.82759428024292
